histid_1940,birthyr_son,statefip_1940,countyicp_1940,educd_1940,lit_son,empstatd_1940,labforce_1940,occ_son,macro_son,meso_son,urban_1900,urban_1910,urban_1920,urban_1930,urban_1940,wkswork1_1940,histid_pop_1900,histid_pop_1910,histid_pop_1920,histid_pop_1930,histid_pop_1940,birthyr_pop,birthyr_spread,spread_mad,spread_flag,attachment_level_son,attachment_level_pop,statefip_pop_1900,statefip_pop_1910,statefip_pop_1920,statefip_pop_1930,statefip_pop_1940,countyicp_pop_1900,countyicp_pop_1910,countyicp_pop_1920,countyicp_pop_1930,countyicp_pop_1940,educd_pop_1940,lit_pop,empstatd_pop_1910,empstatd_pop_1930,empstatd_pop_1940,labforce_pop_1910,labforce_pop_1920,labforce_pop_1930,labforce_pop_1940,urban_pop_1900,urban_pop_1910,urban_pop_1920,urban_pop_1930,urban_pop_1940,wkswork1_pop_1940,occ_pop,occ_pop_attach,picked_year_attach,meso_pop,macro_pop,meso_pop_attach,macro_pop_attach,w_parent_flag_1900,w_parent_flag_1910,w_parent_flag_1920,w_parent_flag_1930,w_parent_flag_1940
0006F374-7B02-448A-B10B-E618E8CA605E,1920,46,1210,25,4,34,1,999,nilf,nilf,NA,NA,NA,1,1,0,NA,NA,NA,ED1E902B-6560-4E5C-A531-18FB51909372,E3E8A2B7-2F69-40D3-B302-2AF48DEE07F8,1898,0,0,FALSE,NA,NA,NA,NA,NA,46,46,NA,NA,NA,70,1210,23,4,NA,10,21,NA,NA,2,2,NA,NA,NA,1,1,16,820,820,1930,farmworker,farming,farmworker,farming,0,0,0,1,1
0007546C-0540-40E2-B0CC-6D1A4623876F,1919,35,530,17,4,11,2,983,nilf,nilf,NA,NA,NA,1,1,0,NA,NA,NA,2B7493A4-4108-45C8-841B-3BCF04703203,5D9A387B-9EC2-4BEE-9959-F5FB4F52C616,1872,4,2,FALSE,NA,NA,NA,NA,NA,35,35,NA,NA,NA,530,530,2,1,NA,10,11,NA,NA,2,2,NA,NA,NA,1,1,0,820,820,1930,farmworker,farming,farmworker,farming,0,0,0,1,1
000911C4-E000-4B4F-B9AB-63B6AA22DF6A,1905,23,190,26,4,11,2,970,manual,unskilled,NA,1,2,2,2,52,NA,4C1D77DA-EAAB-4F19-9E4B-3D6D5E4EE5F5,587D34C8-2FCA-4211-A6E1-1B489E47B425,5D5E4F9F-FC45-49C4-97EF-9170A6978907,NA,1867,2,1,FALSE,NA,NA,NA,23,23,23,NA,NA,190,190,190,NA,NA,4,30,10,NA,2,2,2,NA,NA,1,2,2,NA,NA,970,979,1910,unskilled,manual,nilf,nilf,0,1,1,1,0
00091554-BF28-4000-B91E-C5EA7F92E677,1917,40,10,2,4,34,1,100,farming,farmer,NA,NA,1,1,1,52,NA,8506D8E3-1D1F-443D-851D-C48875A28568,C1FF5A97-AD1E-44D9-A74C-4212601295D5,9ECEB684-5875-4565-BBD0-57F046CECAD9,31CAD711-50A8-4E1D-9BC2-7BAD919FD455,1884,1,0.5,FALSE,4,NA,NA,40,40,40,40,NA,10,10,10,10,26,4,10,10,10,2,1,2,2,NA,1,1,1,1,50,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
000C4A46-E79B-4EB8-A349-ABFB38C0D9E2,1904,35,430,23,4,10,2,100,farming,farmer,NA,1,1,1,1,34,NA,NA,7AAF34E0-0C7B-4CD7-BC1E-AEADC44251BE,NA,NA,1875,0,0,FALSE,NA,NA,NA,NA,35,NA,NA,NA,NA,430,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,100,100,1920,farmer,farming,farmer,farming,0,0,1,0,0
000CE229-7EFB-46EA-8153-DE6B035D6FF6,1916,40,750,60,4,10,2,100,farming,farmer,NA,NA,1,1,1,52,NA,NA,C6C28570-5220-481F-B9E5-A38C170BF7AE,D865C95F-8A91-483B-A6D1-152EA4882495,NA,1882,1,0.5,FALSE,NA,NA,NA,NA,40,40,NA,NA,NA,750,750,NA,NA,4,NA,10,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,490,490,1930,nonmanual,nonmanual,nonmanual,nonmanual,0,0,1,1,0
001BFC19-9245-422F-82FA-A3D8B65C5B72,1900,32,310,26,4,10,2,100,farming,farmer,NA,1,1,1,1,52,NA,CE378DD9-6ECF-44E7-9E6B-5D77CF3A4AFF,AB3E67CC-F77D-4703-88B1-BEDB79074524,NA,NA,1871,2,1,FALSE,NA,NA,NA,32,32,NA,NA,NA,310,310,NA,NA,NA,1,10,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,100,100,1910,farmer,farming,farmer,farming,0,1,1,0,0
00284838-9056-4DD5-B473-07A8DEB06D2D,1915,46,1210,23,4,34,1,999,nilf,nilf,NA,NA,1,1,1,0,NA,NA,5E8A0020-A818-488F-86DA-6B7EECCF8DF9,67FD6143-95AB-4E98-B18A-0A61127FF0AD,NA,1890,1,0.5,FALSE,NA,NA,NA,NA,46,46,NA,NA,NA,1210,1210,NA,NA,4,NA,10,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,0
00351D91-CA79-4625-897B-AF0D1EA99484,1915,6,230,26,4,11,2,683,manual,unskilled,NA,NA,1,1,1,45,NA,NA,86800BDB-3631-4FB1-A372-07791D379292,631A06DE-DF74-42E3-8F8B-4CBE80F98C0C,10AA080E-AE74-4C88-8205-E20318E913A1,1885,3,1,FALSE,NA,NA,NA,NA,6,6,6,NA,NA,230,230,230,22,4,NA,10,30,NA,2,2,1,NA,NA,1,1,1,50,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
003B499A-A7EC-4309-B058-D0387CE57BB5,1903,40,1050,40,4,10,2,650,manual,unskilled,NA,1,1,1,2,44,NA,A58CB470-880E-4DC3-928E-64239A44A295,3CAB60C3-9D6E-4250-96C1-44E8E069A2E8,2C5A17B6-1774-4F32-8AF3-1C6B4181639D,1DA78F51-BC99-4393-842E-C2C14862204A,1863,3,0.5,FALSE,NA,NA,NA,40,40,40,40,NA,1050,1050,1050,1050,23,3,10,30,32,2,2,1,1,NA,1,1,1,2,0,970,970,1910,unskilled,manual,unskilled,manual,0,1,1,1,1
00403377-3193-4702-A525-AE20C0D055F3,1918,40,1470,30,4,10,2,510,manual,crafts,NA,NA,1,1,1,42,NA,NA,A0EAD092-8A6B-4D9D-A847-FA869EEA4019,NA,NA,1869,0,0,FALSE,NA,NA,NA,NA,40,NA,NA,NA,NA,1470,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,100,100,1920,farmer,farming,farmer,farming,0,0,1,0,0
00417DAD-294C-476C-82E8-72F3067C90FD,1917,38,790,26,4,10,2,970,manual,unskilled,NA,NA,1,1,1,1,NA,NA,A13E4ACC-A6E9-4D0D-935A-9B8DC2D9BA06,B311DD03-BDE2-4CC3-A68F-064466661034,DA478F90-6A11-429B-B6A5-DD62A659C097,1887,16,2,FALSE,NA,NA,NA,NA,38,38,38,NA,NA,790,790,790,23,4,NA,10,10,NA,2,2,2,NA,NA,1,1,1,52,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
004540F6-3025-42E1-97A1-99C3B8B83160,1914,4,130,23,4,10,2,982,nilf,nilf,NA,NA,1,1,1,40,NA,NA,2C6FFCC8-C600-4588-AAD8-CA9DE51B3993,666D4542-77DC-443D-BCEB-C85EB16916EC,DBF2E2C2-2117-4EF4-B5D5-81AA888FE28B,1880,4,1,FALSE,NA,NA,NA,NA,4,4,4,NA,NA,130,130,130,15,4,NA,10,10,NA,2,2,2,NA,NA,1,1,1,48,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
00475795-7C18-4C26-9832-FA89952B4C03,1896,55,70,25,4,10,2,504,manual,crafts,NA,1,1,1,1,12,NA,9F25F946-1753-46FF-A260-3867DEE880AE,CB427C50-1F43-4906-9A9E-3F76CDF3088B,EA00EF21-9F02-418D-847A-7052756A5032,D9F247DE-E576-4AE0-9336-7E563F4C9EFF,1864,2,0,FALSE,NA,NA,NA,55,55,55,55,NA,70,70,70,70,26,4,10,10,32,2,2,2,1,NA,1,1,1,1,0,100,100,1910,farmer,farming,farmer,farming,0,1,1,1,1
004C258D-2E1D-488A-A48F-9AAA4819B201,1916,46,1130,22,NA,32,1,999,nilf,nilf,NA,NA,NA,NA,1,0,NA,NA,NA,NA,FBE94932-88D9-4028-8B99-19D3CBCF8B5E,1881,0,0,FALSE,NA,1,NA,NA,NA,NA,46,NA,NA,NA,NA,1130,17,NA,NA,NA,32,NA,NA,NA,1,NA,NA,NA,NA,1,0,100,100,1940,farmer,farming,farmer,farming,0,0,0,0,1
00644A74-F0A6-49BB-8735-E027997B1799,1915,49,310,22,NA,34,1,999,nilf,nilf,NA,NA,NA,NA,1,0,NA,NA,NA,NA,DDDB2592-F924-4545-9B6A-35A24504E959,1881,0,0,FALSE,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,310,16,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,NA,1,52,100,100,1940,farmer,farming,farmer,farming,0,0,0,0,1
006579BA-22A1-43E7-956C-D23D95CBAEA1,1901,40,1110,30,4,10,2,830,farming,farmworker,NA,1,1,1,1,13,NA,498F1802-BB22-47F5-B98D-D5CDE8C5D1E2,50FFBD7A-BCD8-43FE-AB2A-348D03D15BB6,4F4FC84C-835A-4661-94C9-4D1B60055C3A,81968A9F-B0AD-467A-9827-66F9C1BAC5A2,1876,1,0.5,FALSE,NA,NA,NA,40,40,40,40,NA,1110,1110,1110,1110,2,4,10,10,32,2,2,2,1,NA,1,1,1,1,0,100,100,1910,farmer,farming,farmer,farming,0,1,1,1,1
00672061-7971-48A0-8E19-7C32AE98F448,1903,4,190,14,1,10,2,100,farming,farmer,NA,1,1,1,1,50,NA,5F4CEEEE-17FF-42AF-B132-3217C5CC879D,50A21B62-0E63-46CE-A9A6-CF176DCA71F4,NA,NA,1865,0,0,FALSE,NA,NA,NA,4,4,NA,NA,NA,190,190,NA,NA,NA,1,10,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,820,820,1910,farmworker,farming,farmworker,farming,0,1,1,0,0
00695DE6-E7F7-4534-90B4-7B912777B546,1915,35,310,2,NA,21,2,830,farming,farmworker,NA,NA,NA,NA,1,0,NA,NA,NA,NA,67BC159A-222D-481C-BCDA-1F9D2EAA1005,1885,0,0,FALSE,1,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,310,2,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,NA,1,52,100,100,1940,farmer,farming,farmer,farming,0,0,0,0,1
0077CF79-5D3C-4D8F-AAAD-61087A941BC5,1920,53,190,60,4,21,2,970,manual,unskilled,NA,NA,NA,1,1,52,NA,NA,CA2F9FAE-036E-4423-A70C-C165A2669882,B286E361-89FB-456C-932B-B311D59DBBAF,D09233C2-FD82-4327-9FFB-929ABE74EB87,1885,0,0,FALSE,4,NA,NA,NA,53,53,53,NA,NA,190,190,190,25,4,NA,10,10,NA,2,2,2,NA,NA,1,1,1,28,100,100,1930,farmer,farming,farmer,farming,0,0,0,1,1
007A7E5A-2731-4E0B-BDF7-EE8B57CE118C,1906,35,350,26,4,10,2,92,nonmanual,nonmanual,NA,1,1,1,1,32,NA,6CBEF271-C61C-469D-B478-6A0FBA191ED4,3B220CA0-B06F-45F9-8B29-5FC28079FC35,6931D8BC-A556-4CFC-9626-3D231B995B1F,2440E867-26D5-4284-AC4F-CA636B611EDF,1882,1,0.5,FALSE,NA,NA,NA,35,35,35,35,NA,350,350,350,350,23,4,10,10,10,2,2,2,2,NA,1,1,1,1,52,100,100,1910,farmer,farming,farmer,farming,0,1,1,1,1
00829376-D8FD-46B7-8C24-87E87C33D2C6,1912,30,30,30,NA,21,2,510,manual,crafts,NA,NA,NA,NA,1,44,NA,B32BD240-5F81-4240-BD0F-FBC814A85DF1,F4F301C3-EC1E-4A28-96AF-B2B59FAEECA3,FB80412C-DB24-4468-B0CE-F8B3B57927E7,4BCC9E99-54AD-424B-8D13-8E159CE4AC2F,1880,3,1,FALSE,4,NA,NA,30,30,30,30,NA,870,30,30,30,30,4,10,10,11,2,2,2,2,NA,1,1,1,1,26,100,100,1930,farmer,farming,farmer,farming,0,0,0,0,1
00897728-541B-470D-A92C-51244EFB1DC7,1912,46,70,22,4,11,2,970,manual,unskilled,NA,NA,1,1,1,40,NA,425F193F-2967-4FB9-A382-46A1C47B2F78,36256A78-CB0C-49FD-8B4D-A49E5B10450A,36F6A018-9A2B-419D-9632-E9D592D797CE,F9CA6B99-A22E-4DBD-8765-CEA950598F9D,1882,2,1,FALSE,NA,NA,NA,46,46,46,46,NA,1055,70,70,70,16,4,20,30,10,2,2,1,2,NA,1,1,1,1,20,100,100,1940,farmer,farming,farmer,farming,0,0,1,1,1
008A5B04-490A-4519-AC33-B596536C43B6,1910,46,1230,25,4,34,1,999,nilf,nilf,NA,NA,1,1,1,0,NA,NA,DD8FDD5D-2ED1-4D28-8748-EC0F87F2F035,E00936AD-6B9E-4A8C-BF83-3DE8C4442072,75FFFEB9-ACC7-4B8B-9715-ED4D12376898,1876,1,0,FALSE,NA,NA,NA,NA,46,46,46,NA,NA,1230,1230,1230,16,4,NA,10,34,NA,2,2,1,NA,NA,1,1,1,0,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
00911710-C237-40BD-A9D1-837EAC3D6187,1912,40,130,23,4,10,2,100,farming,farmer,NA,NA,NA,1,1,50,NA,NA,NA,BFD76223-63EE-4A80-B149-43BE97EA075F,8A05C752-158A-4072-A6A9-76965A105E15,1881,0,0,FALSE,NA,NA,NA,NA,NA,40,40,NA,NA,NA,130,130,17,4,NA,10,10,NA,NA,2,2,NA,NA,NA,1,1,28,100,100,1930,farmer,farming,farmer,farming,0,0,0,1,1
0094CA8F-FD35-4EAE-98F0-3C2E1E3C6790,1919,46,1130,26,4,11,2,970,manual,unskilled,NA,NA,1,1,1,0,NA,15444B11-69F4-4B5C-8E8D-7217AD380581,0FED24A6-F241-471F-BE38-9C9DD625E831,8776B72E-5D3E-4E9F-B63B-30D253FB0247,A1F7A583-8A6E-49B2-ACF0-CC2EA7C5E1AF,1882,1,0.5,FALSE,NA,NA,NA,46,46,46,46,NA,1055,70,1130,1130,30,4,10,10,34,2,2,2,1,NA,1,1,1,1,0,690,690,1930,unskilled,manual,unskilled,manual,0,0,1,1,1
0095963F-6250-4511-9617-6DD83647B9B1,1919,53,770,23,1,32,1,999,nilf,nilf,NA,NA,NA,1,1,0,NA,NA,C7C821CE-EA41-42F7-9341-180B45CFBCAF,671A9763-1297-4B30-888F-E91FA4A111DF,338D6643-7DCC-481E-BFF6-84415CE3572F,1884,6,0,FALSE,NA,NA,NA,NA,53,53,53,NA,NA,770,770,770,22,4,NA,10,10,NA,1,2,2,NA,NA,1,1,1,52,100,100,1930,farmer,farming,farmer,farming,0,0,0,1,1
009AF21B-6291-4E7A-BD16-CEFFCA5AD187,1920,30,350,25,4,10,2,830,farming,farmworker,NA,NA,NA,1,1,52,NA,NA,D79B5CC9-A5BE-4AA5-864F-CD5CBA3B7A05,1C015853-3F20-473B-8E3E-578C702FDFA1,7B928DDD-BB14-4236-AEC0-8E382C7468FF,1893,1,0,FALSE,NA,NA,NA,NA,30,30,30,NA,NA,350,350,350,22,4,NA,10,10,NA,2,2,2,NA,NA,1,1,1,52,683,683,1930,unskilled,manual,unskilled,manual,0,0,0,1,1
00ADCEE8-5EBB-4AD4-A6D9-1C90F27F0E7B,1916,40,970,50,4,10,2,100,farming,farmer,NA,NA,1,1,1,50,NA,40A50A48-8189-4939-8850-38EAFC510709,08055EF8-4496-4248-ACBD-1311DC093879,427A6AF2-B0FF-4F01-B939-27A13DF60E83,9B53690F-9CA1-4FB2-8456-E826D080B7BB,1868,1,0,FALSE,NA,NA,NA,40,40,40,40,NA,970,970,970,970,22,4,10,10,30,2,2,2,1,NA,1,1,1,1,0,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
00AF895D-CD09-42B8-A7ED-B33045F62E39,1918,37,1550,17,4,10,2,830,farming,farmworker,NA,NA,1,1,1,52,NA,NA,1D54C2F7-371D-4041-8131-54EC3BB1861D,F036BAB9-BDBD-42D5-B188-A2A1313E0EB4,NA,1887,2,1,FALSE,NA,NA,NA,NA,37,37,NA,NA,NA,1550,1550,NA,NA,4,NA,10,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,0
00B6249D-7C67-4A8B-8B8C-BC3F425D47B7,1918,6,650,60,4,10,2,820,farming,farmworker,NA,NA,1,1,1,52,NA,NA,EBEFB014-8B46-4A89-932E-A0122C5C445B,0D528FF6-2E3C-450D-897B-FE3523B985DC,8E4A00B5-DE4C-44E7-A93E-2DD54DFD8C01,1889,1,0,FALSE,NA,NA,NA,NA,6,6,6,NA,NA,650,650,650,26,4,NA,10,10,NA,2,2,2,NA,NA,1,1,1,52,820,820,1930,farmworker,farming,farmworker,farming,0,0,1,1,1
00B8D1FA-B5E7-4E8F-B4B5-E5C43F93C439,1920,37,470,23,NA,10,2,683,manual,unskilled,NA,NA,NA,NA,1,45,NA,NA,NA,NA,41A38AD0-CFC3-4E78-B31A-9B7ABCE0BE49,1897,0,0,FALSE,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,470,17,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,NA,1,26,683,683,1940,unskilled,manual,unskilled,manual,0,0,0,0,1
00BB82A1-DEA3-4154-ACF6-7FE156B8CD29,1920,37,1650,15,0,10,2,830,farming,farmworker,NA,NA,NA,1,1,52,NA,NA,NA,06750D52-ED88-4CB2-892D-5CFD1046BC5B,3455C28C-1551-4ADE-8AE4-775D8E1F7B2E,1876,3,1.5,FALSE,NA,NA,NA,NA,NA,37,37,NA,NA,NA,1550,1650,14,1,NA,10,32,NA,NA,2,1,NA,NA,NA,1,1,0,100,100,1930,farmer,farming,farmer,farming,0,0,0,1,1
00BDD7C6-8A2D-4723-B6E2-243F583006B7,1913,26,1530,60,NA,11,2,970,manual,unskilled,NA,NA,NA,NA,2,28,NA,5ED7FE72-C640-45A2-8584-895B3B01F089,D6FBC1AD-B517-4D32-B419-2D0452938A5E,C811391E-B9EF-484E-A5F9-218F443F6226,EB10C76C-6A81-4FD5-A12E-151C9AB1A7A9,1889,3,1,FALSE,NA,NA,NA,26,26,26,26,NA,410,410,1530,1530,16,4,10,20,11,2,2,2,2,NA,1,1,2,2,40,970,970,1910,unskilled,manual,unskilled,manual,0,0,0,0,1
00CE7689-2523-4F48-BAF8-215042667008,1911,38,550,50,4,10,2,630,manual,unskilled,NA,NA,1,1,1,52,NA,NA,7B2D1EEC-4AA2-4A54-B40E-633F58BC5780,1F288409-C1CF-422F-B433-77C783EE79D3,E9AE2CC8-7EC6-43C0-BFB4-DB23A3147A4C,1867,3,0,FALSE,NA,NA,NA,NA,38,38,38,NA,NA,550,550,550,16,1,NA,10,34,NA,2,2,1,NA,NA,1,1,1,0,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
00CF1434-8B9A-4FC8-B10A-7C0D93EE0B7E,1912,4,70,23,4,10,2,564,manual,crafts,NA,NA,NA,1,1,15,NA,NA,NA,3799C6E6-881C-42DB-AADD-98712FB178F0,3DC2661A-4F84-4691-B1A0-1D14EF9ECE76,1878,0,0,FALSE,NA,NA,NA,NA,NA,4,4,NA,NA,NA,70,70,22,4,NA,10,10,NA,NA,2,2,NA,NA,NA,1,1,0,970,970,1930,unskilled,manual,unskilled,manual,0,0,0,1,1
00CF38F9-FDAC-4913-AB9E-B93AF76940D4,1920,4,170,22,NA,11,2,970,manual,unskilled,NA,NA,NA,NA,1,4,NA,NA,NA,NA,CE9C6130-8680-4C4E-BFD1-DBBCA418405A,1885,0,0,FALSE,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,170,16,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,NA,1,52,97,97,1940,nonmanual,nonmanual,nonmanual,nonmanual,0,0,0,0,1
00D23654-348E-4A36-8FF1-DFD01D15B83B,1914,22,1090,2,1,10,2,910,manual,unskilled,NA,NA,1,1,1,40,52CFAFAB-8E2E-43B6-9B51-B3FC89C52E8B,4A474A9D-C92F-461A-8587-BBAA319FEC8C,9062411C-D373-4B0E-838B-8ED15AD44C9F,FE82E1F0-D80F-431F-AEFF-05B12BC396AE,NA,1889,5,1.5,FALSE,NA,NA,22,22,22,22,NA,1090,1090,1090,1090,NA,NA,1,10,10,NA,2,2,2,NA,1,1,1,1,NA,NA,690,950,1930,unskilled,manual,unskilled,manual,0,0,1,1,0
00D7A118-4CF2-4E7E-B2B6-2370787BCAAC,1917,53,570,100,4,10,2,970,manual,unskilled,NA,NA,1,1,1,52,NA,NA,335D8456-5920-4B8C-9738-9C3293CFAFDB,50B566B4-9550-4DC4-A932-F7A935C51B93,F12E5949-DA04-4A6C-B043-1FA32A5E7A69,1883,0,0,FALSE,NA,NA,NA,NA,53,53,53,NA,NA,570,570,570,26,4,NA,10,10,NA,2,2,2,NA,NA,1,1,1,52,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
00E030FC-7BC8-4166-80EA-7DBC409275C7,1900,35,430,17,4,10,2,830,farming,farmworker,NA,NA,1,1,1,34,NA,02082BE5-A5FC-4959-86C9-48F666C02A6D,3C8084C9-689F-4618-80B8-DD5B751315A6,C5031387-9247-47EE-800E-C0A0F8400325,076CDF1A-05D5-4312-96C7-1BC50C9985E1,1877,0,0,FALSE,NA,NA,NA,35,35,35,35,NA,430,430,430,430,2,1,10,10,10,2,2,2,2,NA,1,1,1,1,34,100,100,1910,farmer,farming,farmer,farming,0,0,1,1,1
00E53783-9174-4B1D-8BB7-44BD644E6CB6,1920,6,730,26,NA,10,2,100,farming,farmer,NA,NA,NA,NA,1,26,NA,NA,NA,NA,80AEC1DD-23AF-4702-8C3C-DDB6A01BF1CE,1880,0,0,FALSE,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,730,26,NA,NA,NA,11,NA,NA,NA,2,NA,NA,NA,NA,1,32,970,970,1940,unskilled,manual,unskilled,manual,0,0,0,0,1
00E78F02-4438-48F9-BCA1-3DB39F5D57AE,1913,6,930,60,4,11,2,970,manual,unskilled,NA,NA,1,1,1,0,NA,NA,96315DE8-AED0-49D5-A927-239069480801,665887DF-52BA-49C8-8AA1-95A41D7EF66C,B39D2373-3431-4254-BF2D-06D5B61BB030,1882,1,0,FALSE,NA,NA,NA,NA,6,6,6,NA,NA,930,930,930,23,4,NA,10,10,NA,2,2,2,NA,NA,1,1,1,52,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
00F2D8B7-EB03-4EA5-9B31-82BF0E333F71,1916,46,1010,60,NA,32,1,999,nilf,nilf,NA,NA,NA,NA,1,0,NA,NA,NA,NA,DBFC48AC-070E-415B-90D7-6FB8B4A8C401,1879,0,0,FALSE,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,1010,26,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,NA,1,52,100,100,1940,farmer,farming,farmer,farming,0,0,0,0,1
00F49467-3E0B-4A29-A231-D61C14748771,1919,55,210,26,NA,34,1,51,nonmanual,nonmanual,NA,NA,NA,NA,1,16,NA,NA,NA,CE57EB92-A813-4114-8B4C-07DA2E8BB482,8036BFAA-77B3-4D78-9B76-E92B9E0A8680,1887,2,1,FALSE,3,NA,NA,NA,NA,55,55,NA,NA,NA,570,210,17,4,NA,10,21,NA,NA,2,2,NA,NA,NA,1,1,20,820,820,1930,farmworker,farming,farmworker,farming,0,0,0,0,1
00FC86D3-0170-4DBE-8BBD-A5D706FEF0FA,1919,6,250,60,4,10,2,490,nonmanual,nonmanual,NA,NA,1,1,1,52,NA,NA,6378647E-F185-4117-AEE4-B474144A7413,481DCEC5-04D1-4855-997E-A712D0C38360,8E74A83B-FB17-42DD-B9AF-A588E7B261F4,1886,3,1,FALSE,NA,NA,NA,NA,6,6,6,NA,NA,250,250,250,26,4,NA,10,10,NA,2,2,2,NA,NA,1,1,1,52,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
0100F867-5B54-4B53-9FE8-F9B2EAC713E8,1911,35,450,2,NA,10,2,830,farming,farmworker,NA,NA,NA,NA,1,52,NA,NA,NA,NA,3CB26073-6E56-4EF7-81F9-2DF255C540F5,1885,0,0,FALSE,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,450,2,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,NA,1,52,100,100,1940,farmer,farming,farmer,farming,0,0,0,0,1
01066571-1F5A-415C-83C4-83D84B7C6294,1906,40,150,30,4,34,1,999,nilf,nilf,NA,1,1,1,1,0,NA,407F63C7-A5F5-4279-866B-AD5F4582E124,D41B179E-83CA-4100-AF97-CFE03C55D361,NA,NA,1882,1,0.5,FALSE,NA,NA,NA,40,40,NA,NA,NA,150,150,NA,NA,NA,4,10,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,99,99,1910,nonmanual,nonmanual,nonmanual,nonmanual,0,1,1,0,0
010B8A0E-3250-46E5-89DF-16BDA7C7FB63,1917,27,70,25,4,11,2,683,manual,unskilled,NA,NA,1,1,1,52,2CD82A06-8279-4E8F-9B25-B72757F882B5,11BCECAD-24F8-4693-AEC3-EB6045393233,9FC93883-5E68-480F-B053-13F5E7DABA16,F644139B-4F12-429C-9F77-2748EAA24DBC,4801AAEE-B3DD-4500-A2F7-5C9EA40D7D4E,1886,2,1,FALSE,NA,NA,27,27,27,27,27,210,870,870,870,70,23,4,10,10,32,2,2,2,1,1,1,1,1,1,0,970,970,1930,unskilled,manual,unskilled,manual,0,0,1,1,1
01129708-161B-4536-ACC7-B8FBD8CB8748,1911,40,410,23,4,11,2,650,manual,unskilled,NA,NA,1,1,1,0,NA,NA,90D4CE6D-8FB4-4CD9-AF22-27FF74B6638E,74F37B00-0F61-485A-B4ED-11BCCADEDF8F,EF61289D-5AA1-43A2-8D4F-B826DF43F0C6,1875,19,1,FALSE,NA,NA,NA,NA,40,40,40,NA,NA,410,410,410,2,4,NA,10,32,NA,1,2,1,NA,NA,1,1,1,0,100,100,1930,farmer,farming,farmer,farming,0,0,1,1,1
01161C15-5145-445C-93D7-20CF3117C55A,1913,27,170,25,NA,10,2,920,manual,unskilled,NA,NA,NA,NA,1,4,NA,NA,NA,NA,775502F0-79E3-4881-B311-A29C829A09AF,1886,0,0,FALSE,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,170,2,NA,NA,NA,10,NA,NA,NA,2,NA,NA,NA,NA,1,42,930,930,1940,unskilled,manual,unskilled,manual,0,0,0,0,1
0118E443-BF83-494A-BBDE-8D358BC81F22,1913,31,1730,23,4,11,2,970,manual,unskilled,NA,NA,NA,1,1,48,NA,NA,NA,63763989-0E56-49EA-B02B-707430511117,9F7C9375-D4A4-445A-9889-2165A6FFCC8A,1885,0,0,FALSE,NA,NA,NA,NA,NA,31,31,NA,NA,NA,1730,1730,23,4,NA,10,10,NA,NA,2,2,NA,NA,NA,1,1,52,683,683,1930,unskilled,manual,unskilled,manual,0,0,0,1,1
0119594C-BAF4-42C8-8E28-56CA603F60A5,1918,53,730,25,NA,11,2,510,manual,crafts,NA,NA,NA,NA,1,52,NA,NA,NA,NA,99929B17-90AA-4806-9772-B95D82CAD4B1,1889,0,0,FALSE,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,730,22,NA,NA,NA,32,NA,NA,NA,1,NA,NA,NA,NA,1,0,999,999,1940,nilf,nilf,nilf,nilf,0,0,0,0,1
